,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,startDate,type.id,type.abbreviation,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.type.altDetail,season
0,271118016,s:20~l:28~e:271118016~c:271118016,2007-11-18T18:00Z,62960,True,False,False,False,2007-11-18T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:20~l:28~t:16,Minnesota,Vikings,MIN,Minnesota Vikings,Vikings,240A67,ffc62f,True,16,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/min.png,13,s:20~l:28~t:13,Oakland,Raiders,OAK,Oakland Raiders,Raiders,000000,a5acaf,False,3867,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/oak.png,,,,,,,,2007
0,271118021,s:20~l:28~e:271118021~c:271118021,2007-11-18T18:00Z,68934,True,False,False,False,2007-11-18T18:00Z,1,STD,19.0,0:19,4,3,STATUS_FINAL,post,True,Final,Final,Final,21,s:20~l:28~t:21,Philadelphia,Eagles,PHI,Philadelphia Eagles,Eagles,06424D,a5acaf,True,3806,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/phi.png,15,s:20~l:28~t:15,Miami,Dolphins,MIA,Miami Dolphins,Dolphins,006B79,005778,True,3948,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/mia.png,3806,Lincoln Financial Field,Philadelphia,PA,69696.0,False,,2007
0,271118030,s:20~l:28~e:271118030~c:271118030,2007-11-18T18:00Z,66732,True,False,False,False,2007-11-18T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,30,s:20~l:28~t:30,Jacksonville,Jaguars,JAX,Jacksonville Jaguars,Jaguars,00839C,000000,True,3712,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,24,s:20~l:28~t:24,San Diego,Chargers,SD,San Diego Chargers,Chargers,042453,0073cf,False,3932,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sd.png,3712,TIAA Bank Field,Jacksonville,FL,67858.0,False,,2007
0,271118033,s:20~l:28~e:271118033~c:271118033,2007-11-18T18:00Z,71055,True,False,False,False,2007-11-18T18:00Z,1,STD,0.0,0:00,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,33,s:20~l:28~t:33,Baltimore,Ravens,BAL,Baltimore Ravens,Ravens,2B025B,9e7c0c,True,3814,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/bal.png,5,s:20~l:28~t:5,Cleveland,Browns,CLE,Cleveland Browns,Browns,4C230E,4c230e,True,3679,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/cle.png,3814,M&T Bank Stadium,Baltimore,MD,71008.0,False,OT,2007
0,271118034,s:20~l:28~e:271118034~c:271118034,2007-11-18T18:00Z,70780,True,False,False,False,2007-11-18T18:00Z,1,STD,57.0,0:57,4,3,STATUS_FINAL,post,True,Final,Final,Final,34,s:20~l:28~t:34,Houston,Texans,HOU,Houston Texans,Texans,00133F,a71930,True,3891,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,18,s:20~l:28~t:18,New Orleans,Saints,NO,New Orleans Saints,Saints,020202,000000,True,3493,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/no.png,3891,NRG Stadium,Houston,TX,71995.0,True,,2007
0,271118020,s:20~l:28~e:271118020~c:271118020,2007-11-18T21:05Z,77659,True,False,False,False,2007-11-18T21:05Z,1,STD,0.0,0:00,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,20,s:20~l:28~t:20,New York,Jets,NYJ,New York Jets,Jets,174032,ffffff,True,3839,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,23,s:20~l:28~t:23,Pittsburgh,Steelers,PIT,Pittsburgh Steelers,Steelers,000000,ffb612,True,3752,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/pit.png,3736,Giants Stadium,East Rutherford,NJ,82566.0,False,OT,2007
0,271118006,s:20~l:28~e:271118006~c:271118006,2007-11-18T21:15Z,63706,True,False,False,False,2007-11-18T21:15Z,1,STD,11.0,0:11,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:20~l:28~t:6,Dallas,Cowboys,DAL,Dallas Cowboys,Cowboys,002E4D,b0b7bc,True,3687,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/dal.png,28,s:20~l:28~t:28,Washington,Redskins,WSH,Washington Redskins,Redskins,650415,650415,False,3719,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/wsh.png,3954,Texas Stadium,Irving,TX,65846.0,False,,2007
0,271118025,s:20~l:28~e:271118025~c:271118025,2007-11-18T21:15Z,68039,True,False,False,False,2007-11-18T21:15Z,1,STD,3.0,0:03,4,3,STATUS_FINAL,post,True,Final,Final,Final,25,s:20~l:28~t:25,San Francisco,49ers,SF,San Francisco 49ers,49ers,981324,b3995d,True,3669,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sf.png,14,s:20~l:28~t:14,St. Louis,Rams,STL,St. Louis Rams,Rams,00295B,b3995d,False,3494,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/stl.png,24,Monster Park,San Francisco,CA,70207.0,False,,2007
0,271118026,s:20~l:28~e:271118026~c:271118026,2007-11-18T21:15Z,68249,True,False,False,False,2007-11-18T21:15Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,26,s:20~l:28~t:26,Seattle,Seahawks,SEA,Seattle Seahawks,Seahawks,224970,69be28,True,3673,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sea.png,3,s:20~l:28~t:3,Chicago,Bears,CHI,Chicago Bears,Bears,152644,0b162a,True,3933,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/chi.png,3673,Lumen Field,Seattle,WA,68740.0,False,,2007
0,271118002,s:20~l:28~e:271118002~c:271118002,2007-11-19T01:15Z,71338,True,False,False,False,2007-11-19T01:15Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,2,s:20~l:28~t:2,Buffalo,Bills,BUF,Buffalo Bills,Bills,04407F,c60c30,True,3883,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/buf.png,17,s:20~l:28~t:17,New England,Patriots,NE,New England Patriots,Patriots,02244A,b0b7bc,True,3738,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ne.png,3883,Bills Stadium,Orchard Park,NY,71621.0,False,,2007
0,271119007,s:20~l:28~e:271119007~c:271119007,2007-11-20T01:30Z,76590,True,False,False,False,2007-11-20T01:30Z,1,STD,37.0,0:37,4,3,STATUS_FINAL,post,True,Final,Final,Final,7,s:20~l:28~t:7,Denver,Broncos,DEN,Denver Broncos,Broncos,002E4D,fb4f14,True,3937,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/den.png,10,s:20~l:28~t:10,Tennessee,Titans,TEN,Tennessee Titans,Titans,2F95DD,4b92db,True,3810,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ten.png,50,Invesco Field,Denver,CO,76125.0,False,,2007
0,271122008,s:20~l:28~e:271122008~c:271122008,2007-11-22T17:30Z,63257,True,False,False,False,2007-11-22T17:30Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:20~l:28~t:8,Detroit,Lions,DET,Detroit Lions,Lions,035C98,b0b7bc,True,3727,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,9,s:20~l:28~t:9,Green Bay,Packers,GB,Green Bay Packers,Packers,204E32,ffb612,True,3798,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/gb.png,3727,Ford Field,Detroit,MI,64500.0,True,,2007
0,271122006,s:20~l:28~e:271122006~c:271122006,2007-11-22T21:15Z,63315,True,False,False,False,2007-11-22T21:15Z,1,STD,20.0,0:20,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:20~l:28~t:6,Dallas,Cowboys,DAL,Dallas Cowboys,Cowboys,002E4D,b0b7bc,True,3687,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/dal.png,20,s:20~l:28~t:20,New York,Jets,NYJ,New York Jets,Jets,174032,ffffff,True,3839,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,3954,Texas Stadium,Irving,TX,65846.0,False,,2007
0,271122001,s:20~l:28~e:271122001~c:271122001,2007-11-23T01:15Z,69845,True,False,False,False,2007-11-23T01:15Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,1,s:20~l:28~t:1,Atlanta,Falcons,ATL,Atlanta Falcons,Falcons,000000,000000,True,3495,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/atl.png,11,s:20~l:28~t:11,Indianapolis,Colts,IND,Indianapolis Colts,Colts,00417E,ffffff,True,3812,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ind.png,3495,Georgia Dome,Atlanta,GA,71250.0,True,,2007
0,271125004,s:20~l:28~e:271125004~c:271125004,2007-11-25T18:00Z,65489,True,False,False,False,2007-11-25T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,s:20~l:28~t:4,Cincinnati,Bengals,CIN,Cincinnati Bengals,Bengals,FF2700,000000,True,3874,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/cin.png,10,s:20~l:28~t:10,Tennessee,Titans,TEN,Tennessee Titans,Titans,2F95DD,4b92db,True,3810,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ten.png,3874,Paul Brown Stadium,Cincinnati,OH,65515.0,False,,2007
0,271125005,s:20~l:28~e:271125005~c:271125005,2007-11-25T18:00Z,72730,True,False,False,False,2007-11-25T18:00Z,1,STD,23.0,0:23,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:20~l:28~t:5,Cleveland,Browns,CLE,Cleveland Browns,Browns,4C230E,4c230e,True,3679,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/cle.png,34,s:20~l:28~t:34,Houston,Texans,HOU,Houston Texans,Texans,00133F,a71930,True,3891,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,3679,FirstEnergy Stadium,Cleveland,OH,67431.0,False,,2007
0,271125012,s:20~l:28~e:271125012~c:271125012,2007-11-25T18:00Z,76210,True,False,False,False,2007-11-25T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,12,s:20~l:28~t:12,Kansas City,Chiefs,KC,Kansas City Chiefs,Chiefs,BE1415,e31837,True,3622,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/kc.png,13,s:20~l:28~t:13,Oakland,Raiders,OAK,Oakland Raiders,Raiders,000000,a5acaf,False,3867,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/oak.png,3622,Arrowhead Stadium,Kansas City,MO,76416.0,False,,2007
0,271125014,s:20~l:28~e:271125014~c:271125014,2007-11-25T18:00Z,65423,True,False,False,False,2007-11-25T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:20~l:28~t:14,St. Louis,Rams,STL,St. Louis Rams,Rams,00295B,b3995d,False,3494,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/stl.png,26,s:20~l:28~t:26,Seattle,Seahawks,SEA,Seattle Seahawks,Seahawks,224970,69be28,True,3673,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sea.png,3494,The Dome at America's Center,Saint Louis,MO,65321.0,True,,2007
0,271125019,s:20~l:28~e:271125019~c:271125019,2007-11-25T18:00Z,78591,True,False,False,False,2007-11-25T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:20~l:28~t:19,New York,Giants,NYG,New York Giants,Giants,052570,ffffff,True,3839,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,16,s:20~l:28~t:16,Minnesota,Vikings,MIN,Minnesota Vikings,Vikings,240A67,ffc62f,True,16,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/min.png,3736,Giants Stadium,East Rutherford,NJ,82566.0,False,,2007
0,271125027,s:20~l:28~e:271125027~c:271125027,2007-11-25T18:00Z,65596,True,False,False,False,2007-11-25T18:00Z,1,STD,17.0,0:17,4,3,STATUS_FINAL,post,True,Final,Final,Final,27,s:20~l:28~t:27,Tampa Bay,Buccaneers,TB,Tampa Bay Buccaneers,Buccaneers,A80D08,34302b,True,3886,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/tb.png,28,s:20~l:28~t:28,Washington,Redskins,WSH,Washington Redskins,Redskins,650415,650415,False,3719,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/wsh.png,3886,Raymond James Stadium,Tampa,FL,65618.0,False,,2007
0,271125029,s:20~l:28~e:271125029~c:271125029,2007-11-25T18:00Z,72032,True,False,False,False,2007-11-25T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,29,s:20~l:28~t:29,Carolina,Panthers,CAR,Carolina Panthers,Panthers,2177B0,bfc0bf,True,3628,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/car.png,18,s:20~l:28~t:18,New Orleans,Saints,NO,New Orleans Saints,Saints,020202,000000,True,3493,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/no.png,3628,Bank of America Stadium,Charlotte,NC,73778.0,False,,2007
0,271125030,s:20~l:28~e:271125030~c:271125030,2007-11-25T18:00Z,64546,True,False,False,False,2007-11-25T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,30,s:20~l:28~t:30,Jacksonville,Jaguars,JAX,Jacksonville Jaguars,Jaguars,00839C,000000,True,3712,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,2,s:20~l:28~t:2,Buffalo,Bills,BUF,Buffalo Bills,Bills,04407F,c60c30,True,3883,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/buf.png,3712,TIAA Bank Field,Jacksonville,FL,67858.0,False,,2007
0,271125022,s:20~l:28~e:271125022~c:271125022,2007-11-25T21:05Z,64483,True,False,False,False,2007-11-25T21:05Z,1,STD,296.0,4:56,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,22,s:20~l:28~t:22,Arizona,Cardinals,ARI,Arizona Cardinals,Cardinals,A40227,000000,True,3970,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ari.png,25,s:20~l:28~t:25,San Francisco,49ers,SF,San Francisco 49ers,49ers,981324,b3995d,True,3669,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sf.png,3970,State Farm Stadium,Glendale,AZ,65000.0,True,OT,2007
0,271125003,s:20~l:28~e:271125003~c:271125003,2007-11-25T21:15Z,62148,True,False,False,False,2007-11-25T21:15Z,1,STD,679.0,11:19,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,3,s:20~l:28~t:3,Chicago,Bears,CHI,Chicago Bears,Bears,152644,0b162a,True,3933,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/chi.png,7,s:20~l:28~t:7,Denver,Broncos,DEN,Denver Broncos,Broncos,002E4D,fb4f14,True,3937,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/den.png,3933,Soldier Field,Chicago,IL,61500.0,False,OT,2007
0,271125024,s:20~l:28~e:271125024~c:271125024,2007-11-25T21:15Z,63337,True,False,False,False,2007-11-25T21:15Z,1,STD,1.0,0:01,4,3,STATUS_FINAL,post,True,Final,Final,Final,24,s:20~l:28~t:24,San Diego,Chargers,SD,San Diego Chargers,Chargers,042453,0073cf,False,3932,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sd.png,33,s:20~l:28~t:33,Baltimore,Ravens,BAL,Baltimore Ravens,Ravens,2B025B,9e7c0c,True,3814,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/bal.png,3932,SDCCU Stadium,San Diego,CA,71294.0,False,,2007
0,271125017,s:20~l:28~e:271125017~c:271125017,2007-11-26T01:15Z,68756,True,False,False,False,2007-11-26T01:15Z,1,STD,11.0,0:11,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:20~l:28~t:17,New England,Patriots,NE,New England Patriots,Patriots,02244A,b0b7bc,True,3738,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ne.png,21,s:20~l:28~t:21,Philadelphia,Eagles,PHI,Philadelphia Eagles,Eagles,06424D,a5acaf,True,3806,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/phi.png,3738,Gillette Stadium,Foxboro,MA,65878.0,False,,2007
0,271126023,s:20~l:28~e:271126023~c:271126023,2007-11-27T01:30Z,57704,True,False,False,False,2007-11-27T01:30Z,1,STD,13.0,0:13,4,3,STATUS_FINAL,post,True,Final,Final,Final,23,s:20~l:28~t:23,Pittsburgh,Steelers,PIT,Pittsburgh Steelers,Steelers,000000,ffb612,True,3752,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/pit.png,15,s:20~l:28~t:15,Miami,Dolphins,MIA,Miami Dolphins,Dolphins,006B79,005778,True,3948,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/mia.png,3752,Heinz Field,Pittsburgh,PA,68400.0,False,,2007
0,271129006,s:20~l:28~e:271129006~c:271129006,2007-11-30T01:00Z,64167,True,False,False,False,2007-11-30T01:00Z,1,STD,24.0,0:24,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:20~l:28~t:6,Dallas,Cowboys,DAL,Dallas Cowboys,Cowboys,002E4D,b0b7bc,True,3687,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/dal.png,9,s:20~l:28~t:9,Green Bay,Packers,GB,Green Bay Packers,Packers,204E32,ffb612,True,3798,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/gb.png,3954,Texas Stadium,Irving,TX,65846.0,False,,2007
0,271202010,s:20~l:28~e:271202010~c:271202010,2007-12-02T18:00Z,69143,True,False,False,False,2007-12-02T18:00Z,1,STD,1.0,0:01,4,3,STATUS_FINAL,post,True,Final,Final,Final,10,s:20~l:28~t:10,Tennessee,Titans,TEN,Tennessee Titans,Titans,2F95DD,4b92db,True,3810,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ten.png,34,s:20~l:28~t:34,Houston,Texans,HOU,Houston Texans,Texans,00133F,a71930,True,3891,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,3810,Nissan Stadium,Nashville,TN,69143.0,False,,2007
0,271202011,s:20~l:28~e:271202011~c:271202011,2007-12-02T18:00Z,57302,True,False,False,False,2007-12-02T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:20~l:28~t:11,Indianapolis,Colts,IND,Indianapolis Colts,Colts,00417E,ffffff,True,3812,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ind.png,30,s:20~l:28~t:30,Jacksonville,Jaguars,JAX,Jacksonville Jaguars,Jaguars,00839C,000000,True,3712,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,,,,,,,,2007
0,271202012,s:20~l:28~e:271202012~c:271202012,2007-12-02T18:00Z,74874,True,False,False,False,2007-12-02T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,12,s:20~l:28~t:12,Kansas City,Chiefs,KC,Kansas City Chiefs,Chiefs,BE1415,e31837,True,3622,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/kc.png,24,s:20~l:28~t:24,San Diego,Chargers,SD,San Diego Chargers,Chargers,042453,0073cf,False,3932,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sd.png,3622,Arrowhead Stadium,Kansas City,MO,76416.0,False,,2007
0,271202014,s:20~l:28~e:271202014~c:271202014,2007-12-02T18:00Z,62051,True,False,False,False,2007-12-02T18:00Z,1,STD,5.0,0:05,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:20~l:28~t:14,St. Louis,Rams,STL,St. Louis Rams,Rams,00295B,b3995d,False,3494,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/stl.png,1,s:20~l:28~t:1,Atlanta,Falcons,ATL,Atlanta Falcons,Falcons,000000,000000,True,3495,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/atl.png,3494,The Dome at America's Center,Saint Louis,MO,65321.0,True,,2007
0,271202015,s:20~l:28~e:271202015~c:271202015,2007-12-02T18:00Z,71109,True,False,False,False,2007-12-02T18:00Z,1,STD,10.0,0:10,4,3,STATUS_FINAL,post,True,Final,Final,Final,15,s:20~l:28~t:15,Miami,Dolphins,MIA,Miami Dolphins,Dolphins,006B79,005778,True,3948,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/mia.png,20,s:20~l:28~t:20,New York,Jets,NYJ,New York Jets,Jets,174032,ffffff,True,3839,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,,,,,,,,2007
0,271202016,s:20~l:28~e:271202016~c:271202016,2007-12-02T18:00Z,62996,True,False,False,False,2007-12-02T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:20~l:28~t:16,Minnesota,Vikings,MIN,Minnesota Vikings,Vikings,240A67,ffc62f,True,16,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/min.png,8,s:20~l:28~t:8,Detroit,Lions,DET,Detroit Lions,Lions,035C98,b0b7bc,True,3727,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,,,,,,,,2007
0,271202021,s:20~l:28~e:271202021~c:271202021,2007-12-02T18:00Z,68445,True,False,False,False,2007-12-02T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,21,s:20~l:28~t:21,Philadelphia,Eagles,PHI,Philadelphia Eagles,Eagles,06424D,a5acaf,True,3806,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/phi.png,26,s:20~l:28~t:26,Seattle,Seahawks,SEA,Seattle Seahawks,Seahawks,224970,69be28,True,3673,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sea.png,3806,Lincoln Financial Field,Philadelphia,PA,69696.0,False,,2007
0,271202028,s:20~l:28~e:271202028~c:271202028,2007-12-02T18:00Z,85831,True,False,False,False,2007-12-02T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,28,s:20~l:28~t:28,Washington,Redskins,WSH,Washington Redskins,Redskins,650415,650415,False,3719,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/wsh.png,2,s:20~l:28~t:2,Buffalo,Bills,BUF,Buffalo Bills,Bills,04407F,c60c30,True,3883,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/buf.png,3719,FedExField,Landover,MD,82000.0,False,,2007
0,271202029,s:20~l:28~e:271202029~c:271202029,2007-12-02T18:00Z,73191,True,False,False,False,2007-12-02T18:00Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,29,s:20~l:28~t:29,Carolina,Panthers,CAR,Carolina Panthers,Panthers,2177B0,bfc0bf,True,3628,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/car.png,25,s:20~l:28~t:25,San Francisco,49ers,SF,San Francisco 49ers,49ers,981324,b3995d,True,3669,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sf.png,3628,Bank of America Stadium,Charlotte,NC,73778.0,False,,2007
0,271202013,s:20~l:28~e:271202013~c:271202013,2007-12-02T21:05Z,61990,True,False,False,False,2007-12-02T21:05Z,1,STD,3.0,0:03,4,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:20~l:28~t:13,Oakland,Raiders,OAK,Oakland Raiders,Raiders,000000,a5acaf,False,3867,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/oak.png,7,s:20~l:28~t:7,Denver,Broncos,DEN,Denver Broncos,Broncos,002E4D,fb4f14,True,3937,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/den.png,,,,,,,,2007
0,271202022,s:20~l:28~e:271202022~c:271202022,2007-12-02T21:05Z,64791,True,False,False,False,2007-12-02T21:05Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,22,s:20~l:28~t:22,Arizona,Cardinals,ARI,Arizona Cardinals,Cardinals,A40227,000000,True,3970,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ari.png,5,s:20~l:28~t:5,Cleveland,Browns,CLE,Cleveland Browns,Browns,4C230E,4c230e,True,3679,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/cle.png,3970,State Farm Stadium,Glendale,AZ,65000.0,True,,2007
0,271202003,s:20~l:28~e:271202003~c:271202003,2007-12-02T21:15Z,62244,True,False,False,False,2007-12-02T21:15Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:20~l:28~t:3,Chicago,Bears,CHI,Chicago Bears,Bears,152644,0b162a,True,3933,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/chi.png,19,s:20~l:28~t:19,New York,Giants,NYG,New York Giants,Giants,052570,ffffff,True,3839,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,3933,Soldier Field,Chicago,IL,61500.0,False,,2007
0,271202018,s:20~l:28~e:271202018~c:271202018,2007-12-02T21:15Z,70009,True,False,False,False,2007-12-02T21:15Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:20~l:28~t:18,New Orleans,Saints,NO,New Orleans Saints,Saints,020202,000000,True,3493,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/no.png,27,s:20~l:28~t:27,Tampa Bay,Buccaneers,TB,Tampa Bay Buccaneers,Buccaneers,A80D08,34302b,True,3886,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/tb.png,3493,Mercedes-Benz Superdome,New Orleans,LA,73000.0,True,,2007
0,271202023,s:20~l:28~e:271202023~c:271202023,2007-12-03T01:15Z,58842,True,False,False,False,2007-12-03T01:15Z,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,23,s:20~l:28~t:23,Pittsburgh,Steelers,PIT,Pittsburgh Steelers,Steelers,000000,ffb612,True,3752,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/pit.png,4,s:20~l:28~t:4,Cincinnati,Bengals,CIN,Cincinnati Bengals,Bengals,FF2700,000000,True,3874,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/cin.png,3752,Heinz Field,Pittsburgh,PA,68400.0,False,,2007
0,271203033,s:20~l:28~e:271203033~c:271203033,2007-12-04T01:30Z,71382,True,False,False,False,2007-12-04T01:30Z,1,STD,13.0,0:13,4,3,STATUS_FINAL,post,True,Final,Final,Final,33,s:20~l:28~t:33,Baltimore,Ravens,BAL,Baltimore Ravens,Ravens,2B025B,9e7c0c,True,3814,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/bal.png,17,s:20~l:28~t:17,New England,Patriots,NE,New England Patriots,Patriots,02244A,b0b7bc,True,3738,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ne.png,3814,M&T Bank Stadium,Baltimore,MD,71008.0,False,,2007
