,year,value,str_startDate,daysForward,url,label,alternateLabel,detail,startDate,endDate,seasontype.label,seasontype.value,seasontype.startDate,seasontype.endDate,group
5,2020,1,20200909,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20200909&daysForward=7,Week 1,Week 1,Sep 9-15,2020-09-09T07:00Z,2020-09-16T06:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
6,2020,2,20200916,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20200916&daysForward=7,Week 2,Week 2,Sep 16-22,2020-09-16T07:00Z,2020-09-23T06:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
7,2020,3,20200923,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20200923&daysForward=7,Week 3,Week 3,Sep 23-29,2020-09-23T07:00Z,2020-09-30T06:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
8,2020,4,20200930,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20200930&daysForward=7,Week 4,Week 4,Sep 30-Oct 6,2020-09-30T07:00Z,2020-10-07T06:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
9,2020,5,20201007,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201007&daysForward=7,Week 5,Week 5,Oct 7-13,2020-10-07T07:00Z,2020-10-14T06:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
10,2020,6,20201014,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201014&daysForward=7,Week 6,Week 6,Oct 14-20,2020-10-14T07:00Z,2020-10-21T06:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
11,2020,7,20201021,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201021&daysForward=7,Week 7,Week 7,Oct 21-27,2020-10-21T07:00Z,2020-10-28T06:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
12,2020,8,20201028,8,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201028&daysForward=8,Week 8,Week 8,Oct 28-Nov 3,2020-10-28T07:00Z,2020-11-04T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
13,2020,9,20201104,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201104&daysForward=7,Week 9,Week 9,Nov 4-10,2020-11-04T08:00Z,2020-11-11T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
14,2020,10,20201111,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201111&daysForward=7,Week 10,Week 10,Nov 11-17,2020-11-11T08:00Z,2020-11-18T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
15,2020,11,20201118,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201118&daysForward=7,Week 11,Week 11,Nov 18-24,2020-11-18T08:00Z,2020-11-25T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
16,2020,12,20201125,8,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201125&daysForward=8,Week 12,Week 12,Nov 25-Dec 2,2020-11-25T08:00Z,2020-12-03T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
17,2020,13,20201203,6,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201203&daysForward=6,Week 13,Week 13,Dec 3-8,2020-12-03T08:00Z,2020-12-09T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
18,2020,14,20201209,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201209&daysForward=7,Week 14,Week 14,Dec 9-15,2020-12-09T08:00Z,2020-12-16T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
19,2020,15,20201216,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201216&daysForward=7,Week 15,Week 15,Dec 16-22,2020-12-16T08:00Z,2020-12-23T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
20,2020,16,20201223,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201223&daysForward=7,Week 16,Week 16,Dec 23-29,2020-12-23T08:00Z,2020-12-30T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
21,2020,17,20201230,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20201230&daysForward=7,Week 17,Week 17,Dec 30-Jan 5,2020-12-30T08:00Z,2021-01-06T07:59Z,Regular Season,2,2020-09-09T07:00Z,2021-01-06T07:59Z,20
22,2020,1,20210106,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210106&daysForward=7,Wild Card,Wild Card,Jan 6-12,2021-01-06T08:00Z,2021-01-13T07:59Z,Postseason,3,2021-01-06T08:00Z,2021-02-10T07:59Z,20
23,2020,2,20210113,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210113&daysForward=7,Divisional Round,Div Rd,Jan 13-19,2021-01-13T08:00Z,2021-01-20T07:59Z,Postseason,3,2021-01-06T08:00Z,2021-02-10T07:59Z,20
24,2020,3,20210120,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210120&daysForward=7,Conference Championship,Conf Champ,Jan 20-26,2021-01-20T08:00Z,2021-01-27T07:59Z,Postseason,3,2021-01-06T08:00Z,2021-02-10T07:59Z,20
25,2020,4,20210127,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210127&daysForward=7,Pro Bowl,Pro Bowl,Jan 27-Feb 2,2021-01-27T08:00Z,2021-02-03T07:59Z,Postseason,3,2021-01-06T08:00Z,2021-02-10T07:59Z,20
26,2020,5,20210203,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210203&daysForward=7,Super Bowl,Super Bowl,Feb 3-9,2021-02-03T08:00Z,2021-02-10T07:59Z,Postseason,3,2021-01-06T08:00Z,2021-02-10T07:59Z,20
27,2020,1,20210210,172,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210210&daysForward=172,Week 1,Week 1,Feb 10-Jul 31,2021-02-10T08:00Z,2021-08-01T06:59Z,Off Season,4,2021-02-10T08:00Z,2021-08-01T06:59Z,20
0,2021,1,20210801,10,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210801&daysForward=10,Hall of Fame Weekend,HOF,Aug 1-10,2021-08-01T07:00Z,2021-08-11T06:59Z,Preseason,1,2021-08-01T07:00Z,2021-09-09T06:59Z,20
1,2021,2,20210811,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210811&daysForward=7,Preseason Week 1,Pre Wk 1,Aug 11-17,2021-08-11T07:00Z,2021-08-18T06:59Z,Preseason,1,2021-08-01T07:00Z,2021-09-09T06:59Z,20
2,2021,3,20210818,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210818&daysForward=7,Preseason Week 2,Pre Wk 2,Aug 18-24,2021-08-18T07:00Z,2021-08-25T06:59Z,Preseason,1,2021-08-01T07:00Z,2021-09-09T06:59Z,20
3,2021,4,20210825,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210825&daysForward=7,Preseason Week 3,Pre Wk 3,Aug 25-31,2021-08-25T07:00Z,2021-09-01T06:59Z,Preseason,1,2021-08-01T07:00Z,2021-09-09T06:59Z,20
4,2021,5,20210901,8,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210901&daysForward=8,Preseason Week 4,Pre Wk 4,Sep 1-8,2021-09-01T07:00Z,2021-09-09T06:59Z,Preseason,1,2021-08-01T07:00Z,2021-09-09T06:59Z,20
5,2021,1,20210909,6,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210909&daysForward=6,Week 1,Week 1,Sep 9-14,2021-09-09T07:00Z,2021-09-15T06:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
6,2021,2,20210915,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210915&daysForward=7,Week 2,Week 2,Sep 15-21,2021-09-15T07:00Z,2021-09-22T06:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
7,2021,3,20210922,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210922&daysForward=7,Week 3,Week 3,Sep 22-28,2021-09-22T07:00Z,2021-09-29T06:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
8,2021,4,20210929,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20210929&daysForward=7,Week 4,Week 4,Sep 29-Oct 5,2021-09-29T07:00Z,2021-10-06T06:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
9,2021,5,20211006,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211006&daysForward=7,Week 5,Week 5,Oct 6-12,2021-10-06T07:00Z,2021-10-13T06:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
10,2021,6,20211013,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211013&daysForward=7,Week 6,Week 6,Oct 13-19,2021-10-13T07:00Z,2021-10-20T06:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
11,2021,7,20211020,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211020&daysForward=7,Week 7,Week 7,Oct 20-26,2021-10-20T07:00Z,2021-10-27T06:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
12,2021,8,20211027,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211027&daysForward=7,Week 8,Week 8,Oct 27-Nov 2,2021-10-27T07:00Z,2021-11-03T06:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
13,2021,9,20211103,8,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211103&daysForward=8,Week 9,Week 9,Nov 3-9,2021-11-03T07:00Z,2021-11-10T07:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
14,2021,10,20211110,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211110&daysForward=7,Week 10,Week 10,Nov 10-16,2021-11-10T08:00Z,2021-11-17T07:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
15,2021,11,20211117,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211117&daysForward=7,Week 11,Week 11,Nov 17-23,2021-11-17T08:00Z,2021-11-24T07:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
16,2021,12,20211124,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211124&daysForward=7,Week 12,Week 12,Nov 24-30,2021-11-24T08:00Z,2021-12-01T07:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
17,2021,13,20211201,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211201&daysForward=7,Week 13,Week 13,Dec 1-7,2021-12-01T08:00Z,2021-12-08T07:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
18,2021,14,20211208,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211208&daysForward=7,Week 14,Week 14,Dec 8-14,2021-12-08T08:00Z,2021-12-15T07:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
19,2021,15,20211215,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211215&daysForward=7,Week 15,Week 15,Dec 15-21,2021-12-15T08:00Z,2021-12-22T07:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
20,2021,16,20211222,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211222&daysForward=7,Week 16,Week 16,Dec 22-28,2021-12-22T08:00Z,2021-12-29T07:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
21,2021,17,20211229,6,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20211229&daysForward=6,Week 17,Week 17,Dec 29-Jan 3,2021-12-29T08:00Z,2022-01-04T07:59Z,Regular Season,2,2021-09-09T07:00Z,2022-01-04T07:59Z,20
22,2021,1,20220104,8,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220104&daysForward=8,Wild Card,Wild Card,Jan 4-11,2022-01-04T08:00Z,2022-01-12T07:59Z,Postseason,3,2022-01-04T08:00Z,2022-03-09T07:59Z,20
23,2021,2,20220112,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220112&daysForward=7,Divisional Round,Div Rd,Jan 12-18,2022-01-12T08:00Z,2022-01-19T07:59Z,Postseason,3,2022-01-04T08:00Z,2022-03-09T07:59Z,20
24,2021,3,20220119,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220119&daysForward=7,Conference Championship,Conf Champ,Jan 19-25,2022-01-19T08:00Z,2022-01-26T07:59Z,Postseason,3,2022-01-04T08:00Z,2022-03-09T07:59Z,20
25,2021,4,20220126,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220126&daysForward=7,Pro Bowl,Pro Bowl,Jan 26-Feb 1,2022-01-26T08:00Z,2022-02-02T07:59Z,Postseason,3,2022-01-04T08:00Z,2022-03-09T07:59Z,20
26,2021,5,20220202,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220202&daysForward=7,Super Bowl,Super Bowl,Feb 2-8,2022-02-02T08:00Z,2022-02-09T07:59Z,Postseason,3,2022-01-04T08:00Z,2022-03-09T07:59Z,20
27,2021,6,20220209,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220209&daysForward=7,Week 6,Week 6,Feb 9-15,2022-02-09T08:00Z,2022-02-16T07:59Z,Postseason,3,2022-01-04T08:00Z,2022-03-09T07:59Z,20
28,2021,7,20220216,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220216&daysForward=7,Week 7,Week 7,Feb 16-22,2022-02-16T08:00Z,2022-02-23T07:59Z,Postseason,3,2022-01-04T08:00Z,2022-03-09T07:59Z,20
29,2021,8,20220223,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220223&daysForward=7,Week 8,Week 8,Feb 23-Mar 1,2022-02-23T08:00Z,2022-03-02T07:59Z,Postseason,3,2022-01-04T08:00Z,2022-03-09T07:59Z,20
30,2021,9,20220302,7,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220302&daysForward=7,Week 9,Week 9,Mar 2-8,2022-03-02T08:00Z,2022-03-09T07:59Z,Postseason,3,2022-01-04T08:00Z,2022-03-09T07:59Z,20
31,2021,1,20220309,145,http://site.api.espn.com/apis/site/v2/sports/football/nfl/scoreboard?groups=20&limit=1000&dates=20220309&daysForward=145,Week 1,Week 1,Mar 9-Jul 31,2022-03-09T08:00Z,2022-08-01T06:59Z,Off Season,4,2022-03-09T08:00Z,2022-08-01T06:59Z,20
