,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.isActive,away.venue.id,away.logo,away.conferenceId,away.alternateColor,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId,season
0,313110012,s:40~l:41~e:313110012~c:313110012,2011-11-08T02:00Z,12871,True,False,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES vs CANCER CLASSIC'}]",2011-11-08T02:00Z,0,N/A,1064,McKale Center,Tucson,AZ,14644.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,12,s:40~l:41~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,002449,00205b,True,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,2674,s:40~l:41~t:2674,Valparaiso,,VALP,Valparaiso,Valparaiso,794500,True,2159,https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,45,,,,,,,,2012
0,313112599,s:40~l:41~e:313112599~c:313112599,2011-11-08T00:00Z,4142,True,False,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES vs CANCER CLASSIC'}]",2011-11-08T00:00Z,0,N/A,2019,Carnesecca Arena,Queens,NY,5602.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2599,s:40~l:41~t:2599,St. John's,Red Storm,SJU,St. John's Red Storm,St. John's,d10000,101010,True,2019,https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png,4,2729,s:40~l:41~t:2729,William & Mary,Tribe,W&M,William & Mary Tribe,William & Mary,103217,True,2200,https://a.espncdn.com/i/teamlogos/ncaa/500/2729.png,10,f6b220,,,,,,,2012
0,313110344,s:40~l:41~e:313110344~c:313110344,2011-11-08T01:00Z,6516,True,False,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES vs CANCER CLASSIC'}]",2011-11-08T01:00Z,0,N/A,2095,Humphrey Coliseum,Starkville,MS,10575.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,344,s:40~l:41~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,True,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,2198,s:40~l:41~t:2198,Eastern Kentucky,Colonels,EKU,Eastern Kentucky Colonels,E Kentucky,660819,True,1915,https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png,20,f0f0f0,,,,,,,2012
0,313130012,s:40~l:41~e:313130012~c:313130012,2011-11-10T02:00Z,13289,True,False,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES vs CANCER CLASSIC'}]",2011-11-10T02:00Z,0,N/A,1064,McKale Center,Tucson,AZ,14644.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,12,s:40~l:41~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,002449,00205b,True,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,2184,s:40~l:41~t:2184,Duquesne,Dukes,DUQ,Duquesne Dukes,Duquesne,002D62,True,1958,https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,3,b90b2e,,,,,,,2012
0,313130245,s:40~l:41~e:313130245~c:313130245,2011-11-10T01:00Z,6118,True,False,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES vs CANCER CLASSIC'}]",2011-11-10T01:00Z,0,N/A,2114,Reed Arena,College Station,TX,12989.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,245,s:40~l:41~t:245,Texas A&M,Aggies,TA&M,Texas A&M Aggies,Texas A&M,5C0025,ffffff,True,2114,https://a.espncdn.com/i/teamlogos/ncaa/500/245.png,8,2335,s:40~l:41~t:2335,Liberty,Flames,LIB,Liberty Flames,Liberty,071740,True,7117,https://a.espncdn.com/i/teamlogos/ncaa/500/2335.png,46,a61f21,,,,,,,2012
0,313132599,s:40~l:41~e:313132599~c:313132599,2011-11-10T00:00Z,4409,True,False,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES vs CANCER CLASSIC'}]",2011-11-10T00:00Z,0,N/A,2019,Carnesecca Arena,Queens,NY,5602.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2599,s:40~l:41~t:2599,St. John's,Red Storm,SJU,St. John's Red Storm,St. John's,d10000,101010,True,2019,https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png,4,2329,s:40~l:41~t:2329,Lehigh,Mountain Hawks,LEH,Lehigh Mountain Hawks,Lehigh,6c2b2a,True,2141,https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png,22,b69e70,,,,,,,2012
0,313130344,s:40~l:41~e:313130344~c:313130344,2011-11-10T00:00Z,6897,True,False,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES vs CANCER CLASSIC'}]",2011-11-10T00:00Z,0,N/A,2095,Humphrey Coliseum,Starkville,MS,10575.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,344,s:40~l:41~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,True,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,2006,s:40~l:41~t:2006,Akron,Zips,AKR,Akron Zips,Akron,00285e,True,2203,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,14,84754e,,,,,,,2012
0,313150127,s:40~l:41~e:313150127~c:313150127,2011-11-12T00:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'CARRIER CLASSIC AT SAN DIEGO'}]",2011-11-12T00:00Z,0,N/A,2221,USS Carl Vinson,San Diego,CA,0.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,True,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,153,s:40~l:41~t:153,North Carolina,Tar Heels,UNC,North Carolina Tar Heels,North Carolina,99bfe5,True,207,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,2,13294b,,,,,,,2012
0,313150096,s:40~l:41~e:313150096~c:313150096,2011-11-12T00:00Z,22079,True,False,False,False,[],2011-11-12T00:00Z,0,N/A,251,Rupp Arena,Lexington,KY,20500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,True,251,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,2368,s:40~l:41~t:2368,Marist,Red Foxes,MRST,Marist Red Foxes,Marist,e53730,True,1934,https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png,13,f0f0f0,,,,,,,2012
0,313150194,s:40~l:41~e:313150194~c:313150194,2011-11-12T02:00Z,15645,True,False,False,False,[],2011-11-12T02:00Z,0,N/A,317,Value City Arena,Columbus,OH,19500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,194,s:40~l:41~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,de3129,666666,True,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,2750,s:40~l:41~t:2750,Wright State,Raiders,WRST,Wright State Raiders,Wright State,E9AF10,True,192,https://a.espncdn.com/i/teamlogos/ncaa/500/2750.png,45,e2b629,,,,,,,2012
0,313150041,s:40~l:41~e:313150041~c:313150041,2011-11-12T00:00Z,10167,True,False,False,False,[],2011-11-12T00:00Z,0,N/A,1956,Gampel Pavilion,Storrs,CT,10167.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,True,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,171,s:40~l:41~t:171,Columbia,Lions,CLMB,Columbia Lions,Columbia,174785,True,2002,https://a.espncdn.com/i/teamlogos/ncaa/500/171.png,12,004b85,,,,,,,2012
0,313150150,s:40~l:41~e:313150150~c:313150150,2011-11-12T02:00Z,9314,True,False,False,False,"[{'type': 'event', 'headline': 'EA SPORTS MAUI INVITATIONAL'}]",2011-11-12T02:00Z,0,N/A,1914,Cameron Indoor Stadium,Durham,NC,9314.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,150,s:40~l:41~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,True,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,2057,s:40~l:41~t:2057,Belmont,Bruins,BEL,Belmont Bruins,Belmont,182142,True,2098,https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png,46,c9262d,,,,,,,2012
0,313150238,s:40~l:41~e:313150238~c:313150238,2011-11-12T03:00Z,14316,True,False,False,False,[],2011-11-12T03:00Z,0,N/A,2084,Memorial Gymnasium (Vanderbilt),Nashville,TN,14316.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,238,s:40~l:41~t:238,Vanderbilt,Commodores,VAN,Vanderbilt Commodores,Vanderbilt,000000,231f20,True,2084,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png,23,2483,s:40~l:41~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,True,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,fee123,,,,,,,2012
0,313150057,s:40~l:41~e:313150057~c:313150057,2011-11-12T00:00Z,10059,True,False,False,False,[],2011-11-12T00:00Z,0,N/A,360,Exactech Arena at Stephen C. O'Connell Center,Gainesville,FL,10151.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,True,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,2296,s:40~l:41~t:2296,Jackson State,Tigers,JKST,Jackson State Tigers,Jackson State,123297,True,1945,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png,26,b5b7ba,,,,,,,2012
0,313150097,s:40~l:41~e:313150097~c:313150097,2011-11-12T00:00Z,20485,True,False,False,False,[],2011-11-12T00:00Z,0,N/A,2030,KFC Yum! Center,Louisville,KY,22090.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,97,s:40~l:41~t:97,Louisville,Cardinals,LOU,Louisville Cardinals,Louisville,ad000a,cccccc,True,2030,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,4,2630,s:40~l:41~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,True,2043,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,102a5c,,,,,,,2012
0,313150221,s:40~l:41~e:313150221~c:313150221,2011-11-12T00:00Z,10125,True,False,False,False,[],2011-11-12T00:00Z,0,N/A,2025,Petersen Events Center,Pittsburgh,PA,12508.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,221,s:40~l:41~t:221,Pittsburgh,Panthers,PITT,Pittsburgh Panthers,Pittsburgh,003263,231f20,True,2025,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,4,399,s:40~l:41~t:399,Albany,Great Danes,ALB,Albany Great Danes,Albany,3D2777,True,1976,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,1,ffffff,,,,,,,2012
0,313150239,s:40~l:41~e:313150239~c:313150239,2011-11-12T03:00Z,7359,True,False,False,False,[],2011-11-12T03:00Z,0,N/A,1049,Ferrell Center,Waco,TX,10284.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,239,s:40~l:41~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,True,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,2640,s:40~l:41~t:2640,Texas Southern,Tigers,TXSO,Texas Southern Tigers,Texas Southern,6A0403,True,2165,https://a.espncdn.com/i/teamlogos/ncaa/500/2640.png,26,ebebeb,,,,,,,2012
0,313152305,s:40~l:41~e:313152305~c:313152305,2011-11-12T01:00Z,16300,True,False,False,False,"[{'type': 'event', 'headline': 'EA SPORTS MAUI INVITATIONAL'}]",2011-11-12T01:00Z,0,N/A,2171,Allen Fieldhouse,Lawrence,KS,16300.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2305,s:40~l:41~t:2305,Kansas,Jayhawks,KU,Kansas Jayhawks,Kansas,0022B4,e8000d,True,2171,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,8,119,s:40~l:41~t:119,Towson,Tigers,TOW,Towson Tigers,Towson,FFC229,True,4603,https://a.espncdn.com/i/teamlogos/ncaa/500/119.png,10,,,,,,,,2012
0,313152752,s:40~l:41~e:313152752~c:313152752,2011-11-12T00:00Z,10250,True,False,False,False,[],2011-11-12T00:00Z,0,N/A,1973,Cintas Center,Cincinnati,OH,10224.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2752,s:40~l:41~t:2752,Xavier,Musketeers,XAV,Xavier Musketeers,Xavier,002144,9ea2a2,True,1973,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png,3,2415,s:40~l:41~t:2415,Morgan St,Bears,MORG,Morgan St Bears,Morgan State,014786,True,2021,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,16,f47937,,,,,,,2012
0,313150026,s:40~l:41~e:313150026~c:313150026,2011-11-12T03:30Z,5382,True,False,False,False,[],2011-11-12T03:30Z,0,N/A,2224,Los Angeles Memorial Sports Arena,Los Angeles,CA,15000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,26,s:40~l:41~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,005C8E,ffc72c,True,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,2351,s:40~l:41~t:2351,Loyola Marymount,Lions,LMU,Loyola Marymount Lions,Loyola Marymnt,880029,True,2173,https://a.espncdn.com/i/teamlogos/ncaa/500/2351.png,29,00345b,,,,,,,2012
0,313150130,s:40~l:41~e:313150130~c:313150130,2011-11-12T00:00Z,0,True,False,False,False,[],2011-11-12T00:00Z,0,N/A,1986,Crisler Center,Ann Arbor,MI,12707.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,00274c,True,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,2222,s:40~l:41~t:2222,Ferris State,Bulldogs,FRST,Ferris State Bulldogs,Ferris State,000000,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/2222.png,,,,,,,,,2012
0,313150333,s:40~l:41~e:313150333~c:313150333,2011-11-12T01:00Z,11754,True,False,False,False,[],2011-11-12T01:00Z,0,N/A,1925,Coleman Coliseum,Tuscaloosa,AL,15383.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,True,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,2454,s:40~l:41~t:2454,North Florida,Ospreys,UNF,North Florida Ospreys,North Florida,004B8D,True,2123,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png,46,babcbe,,,,,,,2012
0,313150269,s:40~l:41~e:313150269~c:313150269,2011-11-12T02:00Z,13834,True,False,False,False,[],2011-11-12T02:00Z,0,N/A,2099,BMO Harris Bradley Center,Milwaukee,WI,18717.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,269,s:40~l:41~t:269,Marquette,Golden Eagles,MARQ,Marquette Golden Eagles,Marquette,083963,ffffff,True,5777,https://a.espncdn.com/i/teamlogos/ncaa/500/269.png,4,116,s:40~l:41~t:116,Mount St. Mary's,Mountaineers,MSM,Mount St. Mary's Mountaineers,Mt. St. Mary's,005596,True,2175,https://a.espncdn.com/i/teamlogos/ncaa/500/116.png,19,ebebeb,,,,,,,2012
0,313152250,s:40~l:41~e:313152250~c:313152250,2011-11-12T04:05Z,0,True,False,False,False,[],2011-11-12T04:05Z,0,N/A,1979,McCarthey Athletic Center,Spokane,WA,6000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2250,s:40~l:41~t:2250,Gonzaga,Bulldogs,GONZ,Gonzaga Bulldogs,Gonzaga,002967,cfd4d8,True,1979,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,29,331,s:40~l:41~t:331,Eastern Washington,Eagles,EWU,Eastern Washington Eagles,E Washington,a10022,True,1959,https://a.espncdn.com/i/teamlogos/ncaa/500/331.png,5,abb4bc,,,,,,,2012
0,313150025,s:40~l:41~e:313150025~c:313150025,2011-11-12T03:30Z,5305,True,False,False,False,[],2011-11-12T03:30Z,0,N/A,496,Haas Pavilion,Berkeley,CA,11877.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,25,s:40~l:41~t:25,California,Golden Bears,CAL,California Golden Bears,California,031522,ffc423,True,496,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,21,300,s:40~l:41~t:300,UC Irvine,Anteaters,UCI,UC Irvine Anteaters,UC Irvine,002B5C,True,469,https://a.espncdn.com/i/teamlogos/ncaa/500/300.png,9,fec52e,,,,,,,2012
0,313150142,s:40~l:41~e:313150142~c:313150142,2011-11-12T01:00Z,9612,True,False,False,False,[],2011-11-12T01:00Z,0,N/A,2071,Mizzou Arena,Columbia,MO,15061.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,142,s:40~l:41~t:142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,000000,000000,True,2071,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,8,2546,s:40~l:41~t:2546,Southeast Missouri State,Redhawks,SEMO,Southeast Missouri State Redhawks,SE Missouri St,cc0000,True,1917,https://a.espncdn.com/i/teamlogos/ncaa/500/2546.png,20,080808,,,,,,,2012
0,313150167,s:40~l:41~e:313150167~c:313150167,2011-11-11T17:00Z,14011,False,False,False,False,[],2011-11-11T17:00Z,0,N/A,2024,Dreamstyle Arena,Albuquerque,NM,15411.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,167,s:40~l:41~t:167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,000000,231f20,True,2024,https://a.espncdn.com/i/teamlogos/ncaa/500/167.png,44,2443,s:40~l:41~t:2443,New Orleans,Privateers,UNO,New Orleans Privateers,New Orleans,2b3986,True,1926,https://a.espncdn.com/i/teamlogos/ncaa/500/2443.png,25,a2a9ae,,,,,,,2012
0,313150140,s:40~l:41~e:313150140~c:313150140,2011-11-11T19:00Z,753,True,False,False,False,[],2011-11-11T19:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,140,s:40~l:41~t:140,UM Kansas City,Roos,UMKC,UM Kansas City Roos,UM Kansas City,004b87,ffc72c,True,4052,https://a.espncdn.com/i/teamlogos/ncaa/500/140.png,49,138,s:40~l:41~t:138,NW Missouri State,Bearcats,NWMS,NW Missouri State Bearcats,NWMoSt,000000,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/138.png,,,,,,,,,2012
0,313152529,s:40~l:41~e:313152529~c:313152529,2011-11-11T20:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'CONNECTICUT 6 CLASSIC AT UNCASVILLE CT'}]",2011-11-11T20:00Z,0,N/A,2160,Mohegan Sun Arena,Uncasville,CT,10000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2529,s:40~l:41~t:2529,Sacred Heart,Pioneers,SHU,Sacred Heart Pioneers,Sacred Heart,a40012,c29472,True,1916,https://a.espncdn.com/i/teamlogos/ncaa/500/2529.png,19,42,s:40~l:41~t:42,Hartford,Hawks,HART,Hartford Hawks,Hartford,d60008,True,1929,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,1,000000,,,,,,,2012
0,313150009,s:40~l:41~e:313150009~c:313150009,2011-11-11T21:30Z,5603,True,False,False,False,[],2011-11-11T21:30Z,0,N/A,833,Desert Financial Arena,Tempe,AZ,14198.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:41~t:9,Arizona State,Sun Devils,ASU,Arizona State Sun Devils,Arizona State,942139,f1f2f3,True,833,https://a.espncdn.com/i/teamlogos/ncaa/500/9.png,21,147,s:40~l:41~t:147,Montana State,Bobcats,MTST,Montana State Bobcats,Montana State,003875,True,2065,https://a.espncdn.com/i/teamlogos/ncaa/500/147.png,5,bf965c,,,,,,,2012
0,313150282,s:40~l:41~e:313150282~c:313150282,2011-11-11T22:00Z,5706,True,False,False,False,[],2011-11-11T22:00Z,0,N/A,2170,Hulman Center,Terre Haute,IN,10200.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,282,s:40~l:41~t:282,Indiana State,Sycamores,INST,Indiana State Sycamores,Indiana State,00669a,f0f0f0,True,2170,https://a.espncdn.com/i/teamlogos/ncaa/500/282.png,18,2197,s:40~l:41~t:2197,Eastern Illinois,Panthers,EIU,Eastern Illinois Panthers,E Illinois,000000,True,2138,https://a.espncdn.com/i/teamlogos/ncaa/500/2197.png,20,bebab9,,,,,,,2012
0,313150225,s:40~l:41~e:313150225~c:313150225,2011-11-11T22:00Z,0,True,False,False,False,[],2011-11-11T22:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,225,s:40~l:41~t:225,Brown,Bears,BRWN,Brown Bears,Brown,411e09,949300,True,2036,https://a.espncdn.com/i/teamlogos/ncaa/500/225.png,12,3094,s:40~l:41~t:3094,Johnson & Wales (CO),Wildcats,JW,Johnson & Wales (CO) Wildcats,Joh. & Wales CO,000000,False,,,,,,,,,,,2012
0,313160183,s:40~l:41~e:313160183~c:313160183,2011-11-12T21:00Z,22906,True,False,False,False,[],2011-11-12T21:00Z,0,N/A,1964,Carrier Dome,Syracuse,NY,34616.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,183,s:40~l:41~t:183,Syracuse,Orange,SYR,Syracuse Orange,Syracuse,F37321,0d1d37,True,1964,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,4,2230,s:40~l:41~t:2230,Fordham,Rams,FOR,Fordham Rams,Fordham,830032,True,2007,https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png,3,909090,,,,,,,2012
0,313160150,s:40~l:41~e:313160150~c:313160150,2011-11-12T21:30Z,9314,True,False,False,False,[],2011-11-12T21:30Z,0,N/A,1914,Cameron Indoor Stadium,Durham,NC,9314.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,150,s:40~l:41~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,True,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,2506,s:40~l:41~t:2506,Presbyterian,Blue Hose,PRES,Presbyterian Blue Hose,Presbyterian,194896,True,2046,https://a.espncdn.com/i/teamlogos/ncaa/500/2506.png,6,990134,,,,,,,2012
0,313160275,s:40~l:41~e:313160275~c:313160275,2011-11-12T18:00Z,17230,True,False,False,False,[],2011-11-12T18:00Z,0,N/A,348,Kohl Center,Madison,WI,17142.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,275,s:40~l:41~t:275,Wisconsin,Badgers,WISC,Wisconsin Badgers,Wisconsin,A00002,f7f7f7,True,348,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,7,338,s:40~l:41~t:338,Kennesaw State,Owls,KENN,Kennesaw State Owls,Kennesaw State,000000,True,2015,https://a.espncdn.com/i/teamlogos/ncaa/500/338.png,46,fdbb30,,,,,,,2012
0,313160046,s:40~l:41~e:313160046~c:313160046,2011-11-12T17:00Z,9876,True,False,False,False,[],2011-11-12T17:00Z,0,N/A,1823,Capital One Arena,Washington,DC,20600.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,46,s:40~l:41~t:46,Georgetown,Hoyas,GTWN,Georgetown Hoyas,Georgetown,110E42,001c58,True,1823,https://a.espncdn.com/i/teamlogos/ncaa/500/46.png,4,2542,s:40~l:41~t:2542,Savannah State,Tigers,SAV,Savannah State Tigers,Savannah State,280298,True,1931,https://a.espncdn.com/i/teamlogos/ncaa/500/2542.png,16,f78f1e,,,,,,,2012
0,313162870,s:40~l:41~e:313162870~c:313162870,2011-11-12T18:00Z,1359,True,False,False,False,[],2011-11-12T18:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2870,s:40~l:41~t:2870,Purdue Fort Wayne,Mastodons,PFW,Purdue Fort Wayne Mastodons,Purdue FW,00378A,f0f0f0,True,684,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png,49,2437,s:40~l:41~t:2437,Omaha,Mavericks,OMA,Omaha Mavericks,Omaha,e3193e,True,5059,https://a.espncdn.com/i/teamlogos/ncaa/500/2437.png,49,,,,,,,,2012
0,313162572,s:40~l:41~e:313162572~c:313162572,2011-11-12T18:00Z,2143,True,False,False,False,[],2011-11-12T18:00Z,0,N/A,2009,Reed Green Coliseum,Hattiesburg,MS,8095.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2572,s:40~l:41~t:2572,Southern Miss,Golden Eagles,USM,Southern Miss Golden Eagles,Southern Miss,FFAA3C,ffc423,True,2009,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,11,2590,s:40~l:41~t:2590,Spring Hill,Badgers,SPHL,Spring Hill Badgers,Spring Hill,000000,False,,,,,,,,,,,2012
0,313160099,s:40~l:41~e:313160099~c:313160099,2011-11-12T18:00Z,7124,True,False,False,False,[],2011-11-12T18:00Z,0,N/A,557,Pete Maravich Assembly Center,Baton Rouge,LA,13215.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,99,s:40~l:41~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,2B0D57,fdd023,True,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,2447,s:40~l:41~t:2447,Nicholls,Colonels,NICH,Nicholls Colonels,Nicholls,C41230,True,2067,https://a.espncdn.com/i/teamlogos/ncaa/500/2447.png,25,f0f0f0,,,,,,,2012
0,313162571,s:40~l:41~e:313162571~c:313162571,2011-11-12T19:00Z,1632,True,False,False,False,[],2011-11-12T19:00Z,0,N/A,1996,Frost Arena,Brookings,SD,6500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2571,s:40~l:41~t:2571,South Dakota State,Jackrabbits,SDST,South Dakota State Jackrabbits,South Dakota St,005DAB,c33139,True,1996,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,49,2711,s:40~l:41~t:2711,Western Michigan,Broncos,WMU,Western Michigan Broncos,W Michigan,B59966,True,1972,https://a.espncdn.com/i/teamlogos/ncaa/500/2711.png,14,bfa979,,,,,,,2012
