,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,groups.id,groups.name,groups.shortName,groups.isConference,status.type.altDetail,tournamentId,season
0,401170341,s:40~l:41~e:401170341~c:401170341,2019-11-07T00:00Z,871,True,False,False,False,[],2019-11-07T00:00Z,0,N/A,2188,Cotterell Court,Hamilton,NY,1782,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2142,s:40~l:41~t:2142,Colgate,Raiders,COLG,Colgate Raiders,Colgate,8B011D,231f20,True,2188,https://a.espncdn.com/i/teamlogos/ncaa/500/2142.png,22,2885,s:40~l:41~t:2885,NJIT,Highlanders,NJIT,NJIT Highlanders,NJIT,EE3024,df3e2e,True,5420,https://a.espncdn.com/i/teamlogos/ncaa/500/2885.png,46,,,,,,,2020
0,401169804,s:40~l:41~e:401169804~c:401169804,2019-11-07T00:00Z,11927,True,False,False,False,[],2019-11-07T00:00Z,0,N/A,1962,Colonial Life Arena,Columbia,SC,18000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,000000,True,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,2453,s:40~l:41~t:2453,North Alabama,Lions,UNA,North Alabama Lions,North Alabama,663399,,True,5995,https://a.espncdn.com/i/teamlogos/ncaa/500/2453.png,46,,,,,,,2020
0,401168383,s:40~l:41~e:401168383~c:401168383,2019-11-07T00:00Z,5214,True,False,False,False,[],2019-11-07T00:00Z,0,N/A,1823,Capital One Arena,Washington,DC,20600,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,46,s:40~l:41~t:46,Georgetown,Hoyas,GTWN,Georgetown Hoyas,Georgetown,110E42,001c58,True,1823,https://a.espncdn.com/i/teamlogos/ncaa/500/46.png,4,116,s:40~l:41~t:116,Mount St. Mary's,Mountaineers,MSM,Mount St. Mary's Mountaineers,Mt. St. Mary's,005596,ebebeb,True,2175,https://a.espncdn.com/i/teamlogos/ncaa/500/116.png,19,,,,,,,2020
0,401176334,s:40~l:41~e:401176334~c:401176334,2019-11-07T00:30Z,686,True,False,False,False,[],2019-11-07T00:30Z,0,N/A,2210,F. G. Clark Activity Center,Baton Rouge,LA,7500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2582,s:40~l:41~t:2582,Southern,Jaguars,SOU,Southern Jaguars,Southern,004B97,ffc82d,True,2210,https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png,26,100,s:40~l:41~t:100,Loyola New Orleans,Wolfpack,L-LA,Loyola New Orleans Wolfpack,Loyola (LA),000000,,False,,,,,,,,,,2020
0,401173229,s:40~l:41~e:401173229~c:401173229,2019-11-07T00:30Z,2588,True,False,False,False,[],2019-11-07T00:30Z,0,N/A,2079,William R. Johnson Coliseum,Nacogdoches,TX,7203,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2617,s:40~l:41~t:2617,Stephen F. Austin,Lumberjacks,SFA,Stephen F. Austin Lumberjacks,SF Austin,393996,bec0c2,True,2079,https://a.espncdn.com/i/teamlogos/ncaa/500/2617.png,25,2326,s:40~l:41~t:2326,Le Tourneau,Yellow Jackets,LTO,Le Tourneau Yellow Jackets,LeTourneau,,,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/2326.png,,,,,,,,2020
0,401172373,s:40~l:41~e:401172373~c:401172373,2019-11-07T00:30Z,3083,True,False,False,False,[],2019-11-07T00:30Z,0,N/A,1980,JMU Convocation Center,Harrisonburg,VA,6426,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,256,s:40~l:41~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,True,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,2429,s:40~l:41~t:2429,Charlotte,49ers,CHAR,Charlotte 49ers,Charlotte,ffffff,cfab7a,True,239,https://a.espncdn.com/i/teamlogos/ncaa/500/2429.png,11,,,,,,,2020
0,401175857,s:40~l:41~e:401175857~c:401175857,2019-11-07T01:00Z,1027,True,False,False,False,[],2019-11-07T01:00Z,0,N/A,2211,American Bank Center,Corpus Christi,TX,8100,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,357,s:40~l:41~t:357,Texas A&M-CC,Islanders,AMCC,Texas A&M-CC Islanders,Texas A&M-CC,00639c,008752,True,2211,https://a.espncdn.com/i/teamlogos/ncaa/500/357.png,25,2348,s:40~l:41~t:2348,Louisiana Tech,Bulldogs,LT,Louisiana Tech Bulldogs,Louisiana Tech,002d65,d3313a,True,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,11,,,,,,,2020
0,401174697,s:40~l:41~e:401174697~c:401174697,2019-11-07T01:00Z,1402,True,False,False,False,[],2019-11-07T01:00Z,0,N/A,2193,Mitchell Center,Mobile,AL,10041,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:41~t:6,South Alabama,Jaguars,USA,South Alabama Jaguars,South Alabama,003E7E,,True,2193,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,27,95,s:40~l:41~t:95,Pikeville,Bears,PIKE,Pikeville Bears,Pikeville,000000,,False,,,,,,,,,,2020
0,401177913,s:40~l:41~e:401177913~c:401177913,2019-11-07T18:00Z,2288,True,False,False,False,[],2019-11-07T18:00Z,0,N/A,5059,Baxter Arena,Omaha,NE,7898,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2437,s:40~l:41~t:2437,Omaha,Mavericks,OMA,Omaha Mavericks,Omaha,e3193e,,True,5059,https://a.espncdn.com/i/teamlogos/ncaa/500/2437.png,49,565,s:40~l:41~t:565,Midland University,Warriors,MID,Midland University Warriors,Midland U,000000,,False,,,,,,,,,,2020
0,401175030,s:40~l:41~e:401175030~c:401175030,2019-11-07T23:00Z,1155,True,False,False,False,[],2019-11-07T23:00Z,0,N/A,2174,Ellis T. Johnson Arena,Morehead,KY,6500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2413,s:40~l:41~t:2413,Morehead State,Eagles,MORE,Morehead State Eagles,Morehead State,094FA3,fed91a,True,2174,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,20,2589,s:40~l:41~t:2589,Spalding,Pelicans,SPAL,Spalding Pelicans,Spalding,,,False,,,,,,,,,,2020
0,401176777,s:40~l:41~e:401176777~c:401176777,2019-11-08T00:00Z,723,True,False,False,False,[],2019-11-08T00:00Z,0,N/A,684,Allen County War Memorial Coliseum,Fort Wayne,IN,13000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2870,s:40~l:41~t:2870,Purdue Fort Wayne,Mastodons,PFW,Purdue Fort Wayne Mastodons,Purdue FW,00378A,f0f0f0,True,684,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png,49,2362,s:40~l:41~t:2362,Manchester,Spartans,MNCH,Manchester Spartans,Manchester,000000,,False,,,,,,,,,,2020
0,401175914,s:40~l:41~e:401175914~c:401175914,2019-11-08T00:00Z,5530,True,False,False,False,"[{'type': 'event', 'headline': 'MEN AGAINST BREAST CANCER CLASSIC'}]",2019-11-08T00:00Z,0,N/A,1935,Cam Henderson Center,Huntington,WV,9043,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,276,s:40~l:41~t:276,Marshall,Thundering Herd,MRSH,Marshall Thundering Herd,Marshall,186329,be854c,True,1935,https://a.espncdn.com/i/teamlogos/ncaa/500/276.png,11,2523,s:40~l:41~t:2523,Robert Morris,Colonials,RMU,Robert Morris Colonials,Robert Morris,00214D,a21d2b,True,5470,https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png,19,,,,,,,2020
0,401174698,s:40~l:41~e:401174698~c:401174698,2019-11-08T00:00Z,1021,True,False,False,False,[],2019-11-08T00:00Z,0,N/A,2137,Holmes Convocation Center,Boone,NC,8325,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2026,s:40~l:41~t:2026,Appalachian State,Mountaineers,APP,Appalachian State Mountaineers,Appalachian St,000000,ffcd00,True,2137,https://a.espncdn.com/i/teamlogos/ncaa/500/2026.png,27,366,s:40~l:41~t:366,Ferrum,Panthers,FERM,Ferrum Panthers,Ferrum,000000,,False,,,,,,,,,,2020
0,401171546,s:40~l:41~e:401171546~c:401171546,2019-11-08T00:00Z,1014,True,False,False,False,[],2019-11-08T00:00Z,0,N/A,1929,Chase Arena,West Hartford,CT,3507,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,42,s:40~l:41~t:42,Hartford,Hawks,HART,Hartford Hawks,Hartford,d60008,000000,True,1929,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,1,2737,s:40~l:41~t:2737,Winthrop,Eagles,WIN,Winthrop Eagles,Winthrop,9e0b0e,fdb41e,True,1922,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png,6,,,,,,,2020
0,401171520,s:40~l:41~e:401171520~c:401171520,2019-11-08T00:00Z,5713,True,False,False,False,[],2019-11-08T00:00Z,0,N/A,1912,Littlejohn Coliseum,Clemson,SC,9000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,228,s:40~l:41~t:228,Clemson,Tigers,CLEM,Clemson Tigers,Clemson,F66733,522d80,True,1912,https://a.espncdn.com/i/teamlogos/ncaa/500/228.png,2,2506,s:40~l:41~t:2506,Presbyterian,Blue Hose,PRES,Presbyterian Blue Hose,Presbyterian,194896,990134,True,2046,https://a.espncdn.com/i/teamlogos/ncaa/500/2506.png,6,,,,,,,2020
0,401170342,s:40~l:41~e:401170342~c:401170342,2019-11-08T00:00Z,1748,True,False,False,False,[],2019-11-08T00:00Z,0,N/A,2123,UNF Arena,Jacksonville,FL,1351,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2454,s:40~l:41~t:2454,North Florida,Ospreys,UNF,North Florida Ospreys,North Florida,004B8D,babcbe,True,2123,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png,46,107730,s:40~l:41~t:107730,Florida National,Conquistadors,FLN,Florida National Conquistadors,Florida Natl,,,False,,,,,,,,,,2020
0,401166024,s:40~l:41~e:401166024~c:401166024,2019-11-08T00:00Z,5692,True,False,False,False,"[{'type': 'event', 'headline': 'GARDEN STATE SHOWCASE'}]",2019-11-08T00:00Z,0,N/A,2008,Rutgers Athletic Center,Piscataway,NJ,8000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,164,s:40~l:41~t:164,Rutgers,Scarlet Knights,RUTG,Rutgers Scarlet Knights,Rutgers,d21034,ffffff,True,2008,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,7,2803,s:40~l:41~t:2803,Bryant,Bulldogs,BRY,Bryant Bulldogs,Bryant,000000,9f8343,True,2182,https://a.espncdn.com/i/teamlogos/ncaa/500/2803.png,19,,,,,,,2020
0,401176061,s:40~l:41~e:401176061~c:401176061,2019-11-08T00:30Z,1018,True,False,False,False,[],2019-11-08T00:30Z,0,N/A,2191,Pete Hanna Center,Birmingham,AL,5000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2535,s:40~l:41~t:2535,Samford,Bulldogs,SAM,Samford Bulldogs,Samford,005485,bc0023,True,2191,https://a.espncdn.com/i/teamlogos/ncaa/500/2535.png,24,2316,s:40~l:41~t:2316,KY Wesleyan,Panthers,KYW,KY Wesleyan Panthers,KY Wesleyan,000000,,False,,,,,,,,,,2020
0,401177959,s:40~l:41~e:401177959~c:401177959,2019-11-08T01:00Z,1554,True,False,False,False,[],2019-11-08T01:00Z,0,N/A,1996,Frost Arena,Brookings,SD,6500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2571,s:40~l:41~t:2571,South Dakota State,Jackrabbits,SDST,South Dakota State Jackrabbits,South Dakota St,005DAB,c33139,True,1996,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,49,596,s:40~l:41~t:596,Peru State College,Bobcats,PER,Peru State College Bobcats,Peru St,,,False,,,,,,,,,,2020
0,401177442,s:40~l:41~e:401177442~c:401177442,2019-11-08T01:00Z,1770,True,False,False,False,[],2019-11-08T01:00Z,0,N/A,5433,Scheels Center,Fargo,ND,5700,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2449,s:40~l:41~t:2449,North Dakota State,Bison,NDSU,North Dakota State Bison,North Dakota St,01402A,ffffff,True,5433,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,49,561,s:40~l:41~t:561,Mayville State,Comets,MAY,Mayville State Comets,Mayville St,000000,,False,,,,,,,,,,2020
0,401176813,s:40~l:41~e:401176813~c:401176813,2019-11-08T01:00Z,1521,True,False,False,False,[],2019-11-08T01:00Z,0,N/A,1950,Betty Engelstad Sioux Center,Grand Forks,ND,3300,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,155,s:40~l:41~t:155,North Dakota,Fighting Hawks,UND,North Dakota Fighting Hawks,North Dakota,00A26B,c2c3c0,True,1950,https://a.espncdn.com/i/teamlogos/ncaa/500/155.png,49,509,s:40~l:41~t:509,Crown College,Crown,CROWN,Crown College Crown,Crown College,000000,,False,,,,,,,,,,2020
0,401176395,s:40~l:41~e:401176395~c:401176395,2019-11-08T01:00Z,1207,True,False,False,False,[],2019-11-08T01:00Z,0,N/A,1908,Farris Center,Conway,AR,5000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2110,s:40~l:41~t:2110,Central Arkansas,Bears,UCA,Central Arkansas Bears,Cent Arkansas,a7a9ac,8e959a,True,1908,https://a.espncdn.com/i/teamlogos/ncaa/500/2110.png,25,418,s:40~l:41~t:418,Hendrix College,Warriors,HEND,Hendrix College Warriors,Hendrix,,,False,,,,,,,,,,2020
0,401174699,s:40~l:41~e:401174699~c:401174699,2019-11-08T01:00Z,5010,True,False,False,False,[],2019-11-08T01:00Z,0,N/A,4489,Trojan Arena,Troy,AL,6000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2653,s:40~l:41~t:2653,Troy,Trojans,TROY,Troy Trojans,Troy,AE0210,88898c,True,4489,https://a.espncdn.com/i/teamlogos/ncaa/500/2653.png,27,5,s:40~l:41~t:5,UAB,Blazers,UAB,UAB Blazers,UAB,054338,ffc845,True,2155,https://a.espncdn.com/i/teamlogos/ncaa/500/5.png,11,,,,,,,2020
0,401170343,s:40~l:41~e:401170343~c:401170343,2019-11-08T01:00Z,2780,True,False,False,False,[],2019-11-08T01:00Z,0,N/A,2075,The Knapp Center,Des Moines,IA,7152,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2181,s:40~l:41~t:2181,Drake,Bulldogs,DRKE,Drake Bulldogs,Drake,004477,c0c0c0,True,2075,https://a.espncdn.com/i/teamlogos/ncaa/500/2181.png,18,338,s:40~l:41~t:338,Kennesaw State,Owls,KENN,Kennesaw State Owls,Kennesaw State,000000,fdbb30,True,2015,https://a.espncdn.com/i/teamlogos/ncaa/500/338.png,46,,,,,,,2020
0,401169599,s:40~l:41~e:401169599~c:401169599,2019-11-08T01:00Z,6380,True,False,False,False,[],2019-11-08T01:00Z,0,N/A,2194,Ed and Rae Schollmaier Arena,Fort Worth,TX,6800,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2628,s:40~l:41~t:2628,TCU,Horned Frogs,TCU,TCU Horned Frogs,TCU,3C377D,f1f2f3,True,2194,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,8,2588,s:40~l:41~t:2588,Southwestern,Pirates,SW,Southwestern Pirates,Southwestern U,,,False,,,,,,,,,,2020
0,401170559,s:40~l:41~e:401170559~c:401170559,2019-11-08T02:00Z,0,True,False,False,False,[],2019-11-08T02:00Z,0,N/A,2052,Friel Court at Beasley Coliseum,Pullman,WA,12058,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,265,s:40~l:41~t:265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,94022a,6a747c,True,2052,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,21,2547,s:40~l:41~t:2547,Seattle U,Redhawks,SEA,Seattle U Redhawks,Seattle U,BF2E1A,c2c3c0,True,1965,https://a.espncdn.com/i/teamlogos/ncaa/500/2547.png,30,,,,,,,2020
0,401166415,s:40~l:41~e:401166415~c:401166415,2019-11-08T02:00Z,1633,True,False,False,False,[],2019-11-08T02:00Z,0,N/A,2014,Clune Arena,Colorado Springs,CO,5858,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2005,s:40~l:41~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,True,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,304,s:40~l:41~t:304,Idaho State,Bengals,IDST,Idaho State Bengals,Idaho State,ef8c00,e9a126,True,1904,https://a.espncdn.com/i/teamlogos/ncaa/500/304.png,5,,,,,,,2020
0,401171629,s:40~l:41~e:401171629~c:401171629,2019-11-08T03:00Z,1339,True,False,False,False,[],2019-11-08T03:00Z,0,N/A,2212,The Pavilion (UC Davis),Davis,CA,5931,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,302,s:40~l:41~t:302,UC Davis,Aggies,UCD,UC Davis Aggies,UC Davis,183563,bc9305,True,2212,https://a.espncdn.com/i/teamlogos/ncaa/500/302.png,9,3078,s:40~l:41~t:3078,William Jessup,Warriors,WIL,William Jessup Warriors,William Jessup,000000,,False,,,,,,,,,,2020
0,401169808,s:40~l:41~e:401169808~c:401169808,2019-11-09T00:00Z,20163,True,False,False,False,[],2019-11-09T00:00Z,0,N/A,251,Rupp Arena,Lexington,KY,20500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,True,251,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,2198,s:40~l:41~t:2198,Eastern Kentucky,Colonels,EKU,Eastern Kentucky Colonels,E Kentucky,660819,f0f0f0,True,1915,https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png,20,,,,,,,2020
0,401169601,s:40~l:41~e:401169601~c:401169601,2019-11-09T02:00Z,16300,True,False,False,False,[],2019-11-09T02:00Z,0,N/A,2171,Allen Fieldhouse,Lawrence,KS,16300,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2305,s:40~l:41~t:2305,Kansas,Jayhawks,KU,Kansas Jayhawks,Kansas,0022B4,e8000d,True,2171,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,8,2430,s:40~l:41~t:2430,UNC Greensboro,Spartans,UNCG,UNC Greensboro Spartans,UNC Greensboro,003559,ffd90a,True,349,https://a.espncdn.com/i/teamlogos/ncaa/500/2430.png,24,,,,,,,2020
0,401168162,s:40~l:41~e:401168162~c:401168162,2019-11-09T00:00Z,9314,True,False,False,False,[],2019-11-09T00:00Z,0,N/A,1914,Cameron Indoor Stadium,Durham,NC,9314,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,150,s:40~l:41~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,True,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,36,s:40~l:41~t:36,Colorado State,Rams,CSU,Colorado State Rams,Colorado State,004537,ffc425,True,475,https://a.espncdn.com/i/teamlogos/ncaa/500/36.png,44,,,,,,,2020
0,401168164,s:40~l:41~e:401168164~c:401168164,2019-11-09T00:00Z,5100,True,False,False,False,[],2019-11-09T00:00Z,0,N/A,2157,Trask Coliseum,Wilmington,NC,5200,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,350,s:40~l:41~t:350,UNC Wilmington,Seahawks,UNCW,UNC Wilmington Seahawks,UNC Wilmington,1d2f68,00665e,True,2157,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,10,153,s:40~l:41~t:153,North Carolina,Tar Heels,UNC,North Carolina Tar Heels,North Carolina,99bfe5,13294b,True,207,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,2,,,,,,,2020
0,401169442,s:40~l:41~e:401169442~c:401169442,2019-11-09T00:00Z,15923,True,False,False,False,"[{'type': 'event', 'headline': 'BARCLAYS CENTER CLASSIC - CAMPUS GAME'}]",2019-11-09T00:00Z,0,N/A,1392,FedExForum,Memphis,TN,18400,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,002447,231f20,True,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,62,82,s:40~l:41~t:82,UIC,Flames,UIC,UIC Flames,UIC,234077,c30031,True,1895,https://a.espncdn.com/i/teamlogos/ncaa/500/82.png,45,,,,,,,2020
0,401166417,s:40~l:41~e:401166417~c:401166417,2019-11-09T02:00Z,8840,True,False,False,False,[],2019-11-09T02:00Z,0,N/A,2128,Dee Glen Smith Spectrum,Logan,UT,10270,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,328,s:40~l:41~t:328,Utah State,Aggies,USU,Utah State Aggies,Utah State,003263,949ca1,True,2128,https://a.espncdn.com/i/teamlogos/ncaa/500/328.png,44,2692,s:40~l:41~t:2692,Weber State,Wildcats,WEB,Weber State Wildcats,Weber State,18005a,ebebeb,True,2198,https://a.espncdn.com/i/teamlogos/ncaa/500/2692.png,5,,,,,,,2020
0,401169788,s:40~l:41~e:401169788~c:401169788,2019-11-09T00:00Z,10430,True,False,False,False,[],2019-11-09T00:00Z,0,N/A,1973,Cintas Center,Cincinnati,OH,10224,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2752,s:40~l:41~t:2752,Xavier,Musketeers,XAV,Xavier Musketeers,Xavier,002144,9ea2a2,True,1973,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png,4,2561,s:40~l:41~t:2561,Siena,Saints,SIE,Siena Saints,Siena,037961,eea60f,True,20,https://a.espncdn.com/i/teamlogos/ncaa/500/2561.png,13,,,,,,,2020
0,401169810,s:40~l:41~e:401169810~c:401169810,2019-11-09T01:00Z,9622,True,False,False,False,[],2019-11-09T01:00Z,0,N/A,557,Pete Maravich Assembly Center,Baton Rouge,LA,13215,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,99,s:40~l:41~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,2B0D57,fdd023,True,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,189,s:40~l:41~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,True,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,,,,,,,2020
0,401169807,s:40~l:41~e:401169807~c:401169807,2019-11-08T23:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'VETERANS CLASSIC'}]",2019-11-08T23:00Z,0,N/A,2176,Alumni Hall (Navy),Annapolis,MD,5710,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2166,s:40~l:41~t:2166,Davidson,Wildcats,DAV,Davidson Wildcats,Davidson,000000,e51837,True,194,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,3,2,s:40~l:41~t:2,Auburn,Tigers,AUB,Auburn Tigers,Auburn,03244d,f1f2f3,True,1953,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,23,,,,,,,2020
0,401170106,s:40~l:41~e:401170106~c:401170106,2019-11-09T00:00Z,7637,True,False,False,False,[],2019-11-09T00:00Z,0,N/A,2051,Stuart C. Siegel Center,Richmond,VA,7637,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2670,s:40~l:41~t:2670,VCU,Rams,VCU,VCU Rams,VCU,929292,edb71d,True,2051,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,3,249,s:40~l:41~t:249,North Texas,Mean Green,UNT,North Texas Mean Green,North Texas,00853D,000000,True,1938,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,11,,,,,,,2020
0,401172559,s:40~l:41~e:401172559~c:401172559,2019-11-08T14:45Z,3088,True,False,False,False,[],2019-11-08T14:45Z,0,N/A,2109,Convocation Center (MI),Ypsilanti,MI,8800,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2199,s:40~l:41~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,f0f0f0,True,2109,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,14,2562,s:40~l:41~t:2562,Siena Heights,Saints,SH,Siena Heights Saints,Siena Heights,000000,,False,,,,,,,,,,2020
0,401176073,s:40~l:41~e:401176073~c:401176073,2019-11-08T18:00Z,2027,True,False,False,False,[],2019-11-08T18:00Z,0,N/A,1974,Hawkins Arena,Macon,GA,3500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2382,s:40~l:41~t:2382,Mercer,Bears,MER,Mercer Bears,Mercer,ff7f29,080808,True,1974,https://a.espncdn.com/i/teamlogos/ncaa/500/2382.png,24,3242,s:40~l:41~t:3242,Columbia International,Rams,CIU,Columbia International Rams,Columbia Int,,,False,,,,,,,,,,2020
0,401171798,s:40~l:41~e:401171798~c:401171798,2019-11-08T22:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'SUNSHINE SLAM'}]",2019-11-08T22:00Z,0,N/A,2710,Silver Spurs Arena,Kissimmee,FL,8000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,48,s:40~l:41~t:48,Delaware,Blue Hens,DEL,Delaware Blue Hens,Delaware,033594,e8ce31,True,2189,https://a.espncdn.com/i/teamlogos/ncaa/500/48.png,10,2473,s:40~l:41~t:2473,Oakland,Golden Grizzlies,OAK,Oakland Golden Grizzlies,Oakland,04091c,927e4d,True,2178,https://a.espncdn.com/i/teamlogos/ncaa/500/2473.png,45,,,,,,,2020
0,401173842,s:40~l:41~e:401173842~c:401173842,2019-11-08T23:00Z,675,True,False,False,False,[],2019-11-08T23:00Z,0,N/A,2070,G. B. Hodge Center,Spartanburg,SC,837,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2908,s:40~l:41~t:2908,South Carolina Upstate,Spartans,SCUP,South Carolina Upstate Spartans,SC Upstate,008545,000000,True,2070,https://a.espncdn.com/i/teamlogos/ncaa/500/2908.png,6,3245,s:40~l:41~t:3245,Truett-McConnell,Bears,TRUE,Truett-McConnell Bears,Tru-Mc,,,False,,,,,,,,,,2020
