,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,season
0,213120120,s:40~l:41~e:213120120~c:213120120,2001-11-09T02:00Z,12615,True,False,False,False,[],2001-11-09T02:00Z,0,N/A,1830,Madison Square Garden,New York,NY,19812.0,True,5.0,0:05,2,3,STATUS_FINAL,post,True,Final,Final,Final,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,True,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,12,s:40~l:41~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,002449,00205b,True,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,,,,,,2002
0,213120057,s:40~l:41~e:213120057~c:213120057,2001-11-08T23:30Z,0,True,False,False,False,[],2001-11-08T23:30Z,0,N/A,1830,Madison Square Garden,New York,NY,19812.0,True,25.0,0:25,2,3,STATUS_FINAL,post,True,Final,Final,Final,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,True,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,218,s:40~l:41~t:218,Temple,Owls,TEM,Temple Owls,Temple,A80532,a7a9ac,True,2011,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,3,,,,,,2002
0,213130120,s:40~l:41~e:213130120~c:213130120,2001-11-09T23:30Z,0,True,False,False,False,[],2001-11-09T23:30Z,0,N/A,1830,Madison Square Garden,New York,NY,19812.0,True,4.0,0:04,2,3,STATUS_FINAL,post,True,Final,Final,Final,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,True,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,218,s:40~l:41~t:218,Temple,Owls,TEM,Temple Owls,Temple,A80532,a7a9ac,True,2011,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,3,,,,,,2002
0,213160127,s:40~l:41~e:213160127~c:213160127,2001-11-13T00:00Z,14759,True,False,False,False,[],2001-11-13T00:00Z,0,N/A,1987,Breslin Center,East Lansing,MI,14759.0,True,11.0,0:11,2,3,STATUS_FINAL,post,True,Final,Final,Final,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,True,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,2174,s:40~l:41~t:2174,Detroit Mercy,Titans,DET,Detroit Mercy Titans,Detroit Mercy,165b9e,d31733,True,2005,https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png,45,,,,,,2002
0,213160183,s:40~l:41~e:213160183~c:213160183,2001-11-13T00:00Z,14575,True,False,False,False,[],2001-11-13T00:00Z,0,N/A,1964,Carrier Dome,Syracuse,NY,34616.0,True,43.0,0:43,2,3,STATUS_FINAL,post,True,Final,Final,Final,183,s:40~l:41~t:183,Syracuse,Orange,SYR,Syracuse Orange,Syracuse,F37321,0d1d37,True,1964,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,4,2363,s:40~l:41~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,True,2062,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,13,,,,,,2002
0,213160201,s:40~l:41~e:213160201~c:213160201,2001-11-13T01:05Z,8140,True,False,False,False,[],2001-11-13T01:05Z,0,N/A,1991,Lloyd Noble Center,Norman,OK,11562.0,True,91.0,1:31,2,3,STATUS_FINAL,post,True,Final,Final,Final,201,s:40~l:41~t:201,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,7b0000,cccccc,True,1991,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,8,2115,s:40~l:41~t:2115,Central Connecticut,Blue Devils,CCSU,Central Connecticut Blue Devils,Cent Conn St,1B49A2,d1d5d8,True,2144,https://a.espncdn.com/i/teamlogos/ncaa/500/2115.png,19,,,,,,2002
0,213160154,s:40~l:41~e:213160154~c:213160154,2001-11-13T00:00Z,8474,True,False,False,False,[],2001-11-13T00:00Z,0,N/A,2120,Lawrence Joel Coliseum,Winston-Salem,NC,14665.0,True,8.0,0:08,2,3,STATUS_FINAL,post,True,Final,Final,Final,154,s:40~l:41~t:154,Wake Forest,Demon Deacons,WAKE,Wake Forest Demon Deacons,Wake Forest,9E7E38,000000,True,2120,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,2,350,s:40~l:41~t:350,UNC Wilmington,Seahawks,UNCW,UNC Wilmington Seahawks,UNC Wilmington,1d2f68,00665e,True,2157,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,10,,,,,,2002
0,213160008,s:40~l:41~e:213160008~c:213160008,2001-11-13T01:00Z,10107,True,False,False,False,[],2001-11-13T01:00Z,0,N/A,2142,Bud Walton Arena,Fayetteville,AR,19200.0,True,280.0,4:40,2,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:41~t:8,Arkansas,Razorbacks,ARK,Arkansas Razorbacks,Arkansas,9c1831,000000,True,2142,https://a.espncdn.com/i/teamlogos/ncaa/500/8.png,23,311,s:40~l:41~t:311,Maine,Black Bears,ME,Maine Black Bears,Maine,127dbe,,True,4605,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,1,,,,,,2002
0,213160305,s:40~l:41~e:213160305~c:213160305,2001-11-13T01:30Z,3397,True,False,False,False,[],2001-11-13T01:30Z,0,N/A,,,,,,,90.0,1:30,2,3,STATUS_FINAL,post,True,Final,Final,Final,305,s:40~l:41~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,ce1125,True,5427,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,11,2230,s:40~l:41~t:2230,Fordham,Rams,FOR,Fordham Rams,Fordham,830032,909090,True,2007,https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png,3,,,,,,2002
0,213170142,s:40~l:41~e:213170142~c:213170142,2001-11-14T02:00Z,10387,True,False,False,False,[],2001-11-14T02:00Z,0,N/A,,,,,,,145.0,2:25,2,3,STATUS_FINAL,post,True,Final,Final,Final,142,s:40~l:41~t:142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,000000,000000,True,2071,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,8,2630,s:40~l:41~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,102a5c,True,2043,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,,,,,,2002
0,213172294,s:40~l:41~e:213172294~c:213172294,2001-11-14T02:00Z,15500,True,False,False,False,[],2001-11-14T02:00Z,0,N/A,363,Carver-Hawkeye Arena,Iowa City,IA,15000.0,True,120.0,2:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2294,s:40~l:41~t:2294,Iowa,Hawkeyes,IOWA,Iowa Hawkeyes,Iowa,000000,ffe100,True,363,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,7,2379,s:40~l:41~t:2379,Maryland-Eastern Shore,Hawks,UMES,Maryland-Eastern Shore Hawks,MD-Eastern,5c2301,b5b7ba,True,2064,https://a.espncdn.com/i/teamlogos/ncaa/500/2379.png,16,,,,,,2002
0,213170235,s:40~l:41~e:213170235~c:213170235,2001-11-14T01:30Z,13586,True,False,False,False,[],2001-11-14T01:30Z,0,N/A,,,,,,,186.0,3:06,2,3,STATUS_FINAL,post,True,Final,Final,Final,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,002447,231f20,True,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,11,2747,s:40~l:41~t:2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B22,f0f0f0,True,5426,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,24,,,,,,2002
0,213170030,s:40~l:41~e:213170030~c:213170030,2001-11-14T02:00Z,3136,True,False,False,False,[],2001-11-14T02:00Z,0,N/A,2224,Los Angeles Memorial Sports Arena,Los Angeles,CA,15000.0,True,48.0,0:48,2,3,STATUS_FINAL,post,True,Final,Final,Final,30,s:40~l:41~t:30,USC,Trojans,USC,USC Trojans,USC,AE2531,ffc72c,True,1918,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,21,2751,s:40~l:41~t:2751,Wyoming,Cowboys,WYO,Wyoming Cowboys,Wyoming,533B22,ffffff,True,2053,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,44,,,,,,2002
0,213170333,s:40~l:41~e:213170333~c:213170333,2001-11-14T02:30Z,5379,True,False,False,False,[],2001-11-14T02:30Z,0,N/A,1925,Coleman Coliseum,Tuscaloosa,AL,15383.0,True,32.0,0:32,2,3,STATUS_FINAL,post,True,Final,Final,Final,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,True,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,2400,s:40~l:41~t:2400,Mississippi Valley State,Delta Devils,MVSU,Mississippi Valley State Delta Devils,Miss Valley St,005328,cf2d34,True,1988,https://a.espncdn.com/i/teamlogos/ncaa/500/2400.png,26,,,,,,2002
0,213170278,s:40~l:41~e:213170278~c:213170278,2001-11-14T03:00Z,7110,True,False,False,False,[],2001-11-14T03:00Z,0,N/A,,,,,,,145.0,2:25,2,3,STATUS_FINAL,post,True,Final,Final,Final,278,s:40~l:41~t:278,Fresno State,Bulldogs,FRES,Fresno State Bulldogs,Fresno State,c41230,231f20,True,914,https://a.espncdn.com/i/teamlogos/ncaa/500/278.png,30,147,s:40~l:41~t:147,Montana State,Bobcats,MTST,Montana State Bobcats,Montana State,003875,bf965c,True,2065,https://a.espncdn.com/i/teamlogos/ncaa/500/147.png,5,,,,,,2002
0,213180142,s:40~l:41~e:213180142~c:213180142,2001-11-15T02:00Z,8915,True,False,False,False,[],2001-11-15T02:00Z,0,N/A,,,,,,,105.0,1:45,2,3,STATUS_FINAL,post,True,Final,Final,Final,142,s:40~l:41~t:142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,000000,000000,True,2071,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,8,2005,s:40~l:41~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,True,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,,,,,,2002
0,213182294,s:40~l:41~e:213182294~c:213182294,2001-11-15T02:00Z,15500,True,False,False,False,[],2001-11-15T02:00Z,0,N/A,363,Carver-Hawkeye Arena,Iowa City,IA,15000.0,True,85.0,1:25,2,3,STATUS_FINAL,post,True,Final,Final,Final,2294,s:40~l:41~t:2294,Iowa,Hawkeyes,IOWA,Iowa Hawkeyes,Iowa,000000,ffe100,True,363,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,7,104,s:40~l:41~t:104,Boston University,Terriers,BU,Boston University Terriers,Boston U,cc0000,ffffff,True,1999,https://a.espncdn.com/i/teamlogos/ncaa/500/104.png,1,,,,,,2002
0,213180235,s:40~l:41~e:213180235~c:213180235,2001-11-15T01:30Z,13133,True,False,False,False,[],2001-11-15T01:30Z,0,N/A,,,,,,,246.0,4:06,2,3,STATUS_FINAL,post,True,Final,Final,Final,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,002447,231f20,True,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,11,295,s:40~l:41~t:295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,True,1940,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,10,,,,,,2002
0,213180127,s:40~l:41~e:213180127~c:213180127,2001-11-15T02:00Z,14759,True,False,False,False,[],2001-11-15T02:00Z,0,N/A,1987,Breslin Center,East Lansing,MI,14759.0,True,33.0,0:33,2,3,STATUS_FINAL,post,True,Final,Final,Final,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,True,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,201,s:40~l:41~t:201,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,7b0000,cccccc,True,1991,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,8,,,,,,2002
0,213180183,s:40~l:41~e:213180183~c:213180183,2001-11-15T00:00Z,14091,True,False,False,False,[],2001-11-15T00:00Z,0,N/A,1964,Carrier Dome,Syracuse,NY,34616.0,True,23.0,0:23,2,3,STATUS_FINAL,post,True,Final,Final,Final,183,s:40~l:41~t:183,Syracuse,Orange,SYR,Syracuse Orange,Syracuse,F37321,0d1d37,True,1964,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,4,305,s:40~l:41~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,ce1125,True,5427,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,11,,,,,,2002
0,213180333,s:40~l:41~e:213180333~c:213180333,2001-11-15T02:30Z,5438,True,False,False,False,[],2001-11-15T02:30Z,0,N/A,1925,Coleman Coliseum,Tuscaloosa,AL,15383.0,True,164.0,2:44,2,3,STATUS_FINAL,post,True,Final,Final,Final,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,True,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,2535,s:40~l:41~t:2535,Samford,Bulldogs,SAM,Samford Bulldogs,Samford,005485,bc0023,True,2191,https://a.espncdn.com/i/teamlogos/ncaa/500/2535.png,46,,,,,,2002
0,213180152,s:40~l:41~e:213180152~c:213180152,2001-11-15T00:00Z,0,True,False,False,False,[],2001-11-15T00:00Z,0,N/A,999,PNC Arena,Raleigh,NC,22900.0,True,35.0,0:35,2,3,STATUS_FINAL,post,True,Final,Final,Final,152,s:40~l:41~t:152,NC State,Wolfpack,NCST,NC State Wolfpack,NC State,EF1216,231f20,True,999,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,2,2504,s:40~l:41~t:2504,Prairie View A&M,Panthers,PV,Prairie View A&M Panthers,Prairie View,4d0960,,True,2027,https://a.espncdn.com/i/teamlogos/ncaa/500/2504.png,26,,,,,,2002
0,213190145,s:40~l:41~e:213190145~c:213190145,2001-11-15T06:00Z,0,True,False,False,False,[],2001-11-15T06:00Z,0,N/A,,,,,,,176.0,2:56,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,145,s:40~l:41~t:145,Ole Miss,Rebels,MISS,Ole Miss Rebels,Ole Miss,001148,00205b,True,5168,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,23,189,s:40~l:41~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,True,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,OT,,,,,2002
